WKT,LM_ASSET_ID,Signal_Type_NotUsed,Intersection_Name,Suburb,Local_Authority,IIT_DATE_COMMISSIONED,SITE_ID_REVISION,IIT_NO_PHASES,PHASE_TYPE,POLE_PAINT_CONDITION,CONTROLLER_PAINT_CONDITION,TIMING_CHART,CONFLICT_CHART,DETECTOR_CHART,CABLE_WIRING_CHARTS,PHASE_SEQ_CHART,As_Constructed_Drawings_Issued,A_DRAWING_CHANGE_REQD,LM_A_Drawing_No,LM_B_Drawing_No,DRAWING_COMMENT,Controller_Housing_Serial_Number,Module_Serial_Number,Controller_Date_Fitted,Controller_Watts,Controller_Type_NotUsed,Controller_Type_Mark,Lamp_Control_Boards,Housing_Size,Communications_Type_NotUsed,Dimming_Fitted,Dimming_VCR,Top_Hat_Fitted,PD204,PD208,PD212,PD216,RACK_TYPE,DETECTOR_MS,DETECTOR_SS,PD104,PD108,LDM404,LDM408,LDM412,LDM416,EIM16,EIM32,DET4,DET8,DET12,DET16,AGDU_typ,AGDU_qty,AGDU_typ_veh,AGDU_qty_veh,IIT_UPS,Aerial_Pole,Pole_Top_Isolator,UMS_Pit,IIT_SWB_NO,Metered,Meter_Number,Supply_Authority,Push_Button_Poles,Plain_Poles,Stubby_Push_Button_Poles,Overhead_Mast_Arm_Poles,CCTV_Poles,IIT_NO_POLES,Stubby_Protection_Poles,Ring_Main,Termination_Pits,STAR_System,Number_Metal_Finial_Clips,Number_Plastic_Finial_Clips,Total_Finial_Caps,Number_Termination_Pits,IIT_NO_RT_SIGNS_NO,IIT_NO_RED_LIGHT_CAMS,IIT_NO_AWFS,Symmetripole_Loops,Quadrapole_Loops,Bicycle_Loops,Police_Cam_Loops,Counter_Loops,Total_Loops,Eleven_Metre_Loops,LAMP20W,LAMP30W,LAMP67W,LAMP100W,LED200_3ASP,LED200_2ASP,LED200_1ASP,LED200_WDW,LED200_CDC,AEI200ELV3ASP,AEI200ELV2ASP,AEI200ELV1ASP,AEI200ELVW_DW,AEI200ELVC_DC,SIEMENS200ELV3ASP,SIEMENS200ELV2ASP,SIEMENS200ELV1ASP,SIEMENS200ELVW_DW,SIEMENS200ELVC_DC,SIEMENS300ELV3ASP,SIEMENS300ELV2ASP,SIEMENS300ELV1ASP,SIEMENS300ELVW_DW,SIEMENS300ELVC_DC,Lamp_Change_Date_Red_Green,Lamp_Change_Date_Amber,Push_Button_Type,Push_Buttons,Audible_Push_Button_Type,Audible_Push_Button_Driver_Type,IIT_NO_AUD_PUSH_BTNS,Audible_Push_Button_Driver,RMC_plastic,RMC_iron,IIT_CCTV_NO,IIT_MICROCELL_POLE_NO,Site_Note,Comment_,Company,Contact_Details,Site_Inventory_Carried_Out_By,Site_Inventory_Date,Account,IIT_LATITUDE,IIT_LONGITUDE,IIT_HYPERLINK_1,IIT_HYPERLINK_2,IIT_HYPERLINK_3,GHD_Hyperlink_1,GHD_Hyperlink_2,GHD_Hyperlink_3,GIS_Hyperlink_1,GIS_Hyperlink_2,GIS_Hyperlink_3,GHD_GIS_Hyperlink_1,GHD_GIS_Hyperlink_2,GHD_GIS_Hyperlink_3,IIT_SLK,Road_no,Downer_GIS_Hyperlink_1,Downer_GIS_Hyperlink_2,IIT_HYPERLINK_4,IIT_HYPERLINK_5,IPAddress,POLE_TO_POLE_SYSTEM,FULLY_LED_SITE,IIT_DATE_DECOMMISSIONED,IIT_COMMISSIONED,Modem_Make,Modem_Model,Modem_SerialNumber,IIT_COMMS_TYPE,IIT_SIGNAL_TYPE_Old,IIT_CONTROLLER_TYPE,ITT_PHASE_TYPE_A,ITT_PHASE_TYPE_B,IIT_SIGNAL_TYPE,UPS_Inventory_Carried_Out_Byxxx,UPS_Inventory_Datexxx,Hyperlink_1,Hyperlink_2,Hyperlink_3,Hyperlink_4,Hyperlink_5,Hyperlink_6,Hyperlink_7,Hyperlink_8,Hyperlink_9,Hyperlink_10,TcsNo
"POINT (115.84748301000002 -32.231664990999946)",00669,Traffic Signal,JOHNSON RD / THOMAS RD,BERTRAM,KWINANA,1996/10/25 00:00:00,A,3,LT,GOOD,GOOD,1,1,1,1,1,1,0,9631-3211-1,9631-2312-1,,ATC 1204-1142,ATC 1205-1515,2013/10/17 00:00:00,100,PSC,-,2,LARGE,,1,1,0,,,,,,,,,,,,,,1,,,,,1,,,,,Y,0,0,1,,0,,,4,6,,,,10,,29 CORE,1,0,,10,10,2,,,,7,,,,,7,,,,,,15,,,4,4,,,,,,,,,,,,,,,,,,,,ATS,ATS,4,4,1,0,00097,,14/12/2009 ALL LANTERNS UPGRADED TO LED,CONTOLLER UPGRADED TO ATSC4,ELECTRICAL SERVICES,138 138,D CLARK,2013/10/17 00:00:00,36 135 7470,-32.231665,115.847483,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM669A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM669B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM669A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM669B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM669A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM669B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM669A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM669B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM669A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM669B.pdf,,,10.120.46.46,0,1,,C,MOXA,NPORTIA 5150-S-SC,THZLO1044195,7,7,3,1,13,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM669A .pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM669B.pdf#,-,-,-,-,-,-,-,669
"POINT (115.83548701000007 -31.883422990999975)",00670,Traffic Signal,NOLLAMARA AVE / WANNEROO RD,NOLLAMARA,STIRLING,1997/08/18 00:00:00,A,4,LT REPEAT,Good,Good,1,1,1,1,1,1,0,9831-3089-1,9831-3090- 1,,ATC 1302-1413,ATC 1302-1944,2013/10/11 00:00:00,100,PSC,-,2,LARGE,PSTN,1,1,0,,,,,,,,,,,,,,1,,,,,1,,,,,,0,0,1,,0,,,4,8,,,,12,1,"51 core ring main, 19 core post",1,0,,12,12,2,,,,6,,,,2,8,,,,,,15,,,4,,,,,,,,,,,,,,,,,,,,,AEI,AEI,4,4,1,0,,,,CONTROLLER UPGRADED TO ATSC4,ELECTRICAL SERVICES,138 138,D CLARK,2014/09/16 00:00:00,36 135 7470,-31.883423,115.835487,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM670A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM670B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM670A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM670B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM670A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM670B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM670A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM670B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM670A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM670B.pdf,,,10.1.66.110,0,1,,C,Micro Connect,PSTN,01357,4,7,3,1,13,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM670A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM670B.pdf#,-,-,-,-,-,-,-,670
"POINT (116.03345701000001 -31.885892990999935)",00671,Traffic Signal,FARRALL RD / MORRISON RD,MIDVALE,MUNDARING,1997/05/16 00:00:00,A,3,LT,Good,Good,1,1,1,1,1,1,0,9731-3085,9731-3086,,ATC 1208-1259,ATC 1208-1685,2014/02/18 00:00:00,100,PSC,-,2,LARGE,PSTN,1,1,0,,,,,,,,,,,,,,1,,,,,1,,,,,,0,0,1,,0,,,8,4,,,,12,,51,1,0,,12,12,3,,,,10,,,,,10,,79,,,,,,,,,25,2,,,,,,,,,,,,,,2010/08/25 00:00:00,2012/08/29 00:00:00,AEI,8,,,,,1,0,,,,ATSC4 CONTROLLER UPGRADE 18/02/2014,ELECTRICAL SERVICES,138 138,B JONES,2014/12/01 00:00:00,36 135 7470,-31.885893,116.033457,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM671A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM671B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM671A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM671B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM671A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM671B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM671A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM671B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM671A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM671B.pdf,,,10.1.225.22,0,0,,C,Micro Connect,PSTN,01170,4,7,3,1,13,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM671A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM671B.pdf#,-,-,-,-,-,-,-,671
"POINT (115.81265201000008 -31.85718099099995)",00672,Traffic Signal,ERINDALE RD / REID HWY,HAMERSLEY,STIRLING,1996/09/06 00:00:00,B,7,DD / AWS,Good,Good,1,1,1,1,1,1,0,9631-3431-3,9631-3432-1,,ATC 1211-1297,ATC 1210-1820,2013/10/09 00:00:00,100,PSC,-,3,LARGE,ADSL,1,1,0,,,,,,,,,,,,,,1,,,,,1,,,,,Y,0,0,1,00605,0,,,4,8,,,,12,2,51 CORE,1,0,,12,12,3,,,4,12,,,,,12,,,,,,28,,8,4,,,,,,,,,,,,,,,,,,,,,AEI,AEI,4,4,1,0,,,13-04-10 ALL LANTERNS UPGRADED TO LED,CONTROLLER UPGRADED TO ATSC4,ELECTRICAL SERVICES,138 138,C DOWDEN,2014/01/29 00:00:00,36 135 7470,-31.857181,115.812652,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM672A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM672B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM672A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM672B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM672A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM672B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM672A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM672B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM672A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM672B.pdf,,,10.40.15.18,0,1,,C,Micro Connect,ADSL,30374,1,7,3,6,13,6,P. NASH,2010/07/27 00:00:00,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM672A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM672B.pdf#,-,-,-,-,-,-,-,672
"POINT (115.90271801000006 -31.960038990999976)",00673,Traffic Signal,GRIFFITHS ST / GT EASTERN HWY,BURSWOOD,VICTORIA PARK,1996/12/07 00:00:00,A,4,TT SPLIT,Good,Good,1,1,1,1,1,1,0,9831-3427-1,9831-3428,,ATC 1310-1625,ATC 1309-2287,2014/05/22 00:00:00,100,PSC,-,3,LARGE,PSTN,1,1,0,,,,,,,,,,,,,,1,,,,,1,,,,,,0,0,0,00108,1,0134  / 000171,,10,5,,,,15,,51,1,0,,15,15,3,,,,12,,2,,,14,,,,,,26,,3,10,10,,,,,,,,,,,,,,,,,,AEI,10,,,,,1,0,,,,ATS BLACKBACK LED LANTERNS,ELECTRICAL SERVICES,138 138,P SPRAGG,2015/04/21 00:00:00,60 248 8600,-31.960039,115.902718,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM673A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM673B.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM674BS2.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM673A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM673B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM673A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM673B.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM674BS2.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM673A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM673B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM673A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM673B.pdf,,,10.121.44.37,0,1,,C,MOXA,N PORT,TAZB 0102 9534,7,7,3,2,9,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM673A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM673B.pdf#,-,-,-,-,-,-,-,673
"POINT (115.90420801000005 -31.958426990999953)",00674,Traffic Signal,ORRONG RD SOUTH / GT EASTERN HWY,BURSWOOD,BELMONT,1996/12/07 00:00:00,D,3,2PH,Good,Good,1,1,1,1,1,1,0,9831-3429-5,9831-3430,,ATC 1106-0935,ATC 1007-0739,2012/02/09 00:00:00,100,PSC,-,3,LARGE,ADSL,1,1,0,,,,,,,,,,,,,,1,,,,,1,,,,,,0,0,0,00108,1,0134 / 000171,,8,6,,,,14,,51,1,0,,14,14,3,,,,13,,,,1,14,,,,,,20,,,8,,,,,,,,,,,,,,,,,,,,,AEI,AEI,8,8,1,0,,,,ATS BLACKBACK LED LANTERNS,ELECTRICAL SERVICES,138 138,P SPRAGG,2015/04/22 00:00:00,60 248 8600,-31.958427,115.904208,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM674A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM674BS1.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM674A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM674BS1.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM674A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM674BS1.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM674A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM674BS1.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM674A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM674BS1.pdf,,,10.121.44.38,0,1,,C,,,,7,7,3,2,13,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM674A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM674BS1.pdf#,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM674BS2.pdf#,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM674BS3.pdf#,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM674BS4.pdf#,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM674BS5.pdf#,-,-,-,674
"POINT (115.90703001000008 -31.955754990999935)",00675,Traffic Signal,GT EASTERN HWY / BRIGHTON RD / KOOYONG RD,RIVERVALE,BELMONT,1996/11/22 00:00:00,A,6,SD /  SPLIT,GOOD,GOOD,1,1,1,1,1,1,1,9831-3431-2,9831-3432,,ATC 1112-1041,ATC 1201-1429,2013/02/03 00:00:00,100,PSC,-,3,LARGE,PSTN,1,1,1,,,,,,,,,,,,,,1,,,1,,1,,,,,,0,0,0,00109,1,0134 / 000170,,5,5,,2,,12,,51,1,0,,10,10,3,,,,15,,,,2,17,,,,,,30,2,4,6,,,,,,,,,,,,,,,,,,,,,ALD,ATS,6,6,1,0,00166,,,,ELECTRICAL SERVICES,138 138,M. GARDINER,2015/04/14 00:00:00,39 770 3330,-31.955755,115.90703,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM675A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM675B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM675A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM675B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM675A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM675B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM675A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM675B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM675A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM675B.pdf,,,10.120.74.12,0,1,,C,MOXA,1A 5150A,,7,7,3,5,9,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM675A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM675B.pdf#,-,-,-,-,-,-,-,675
"POINT (115.85635301000002 -32.065748990999964)",00676,Traffic Signal,SOUTH ST / CALLEY DVE,LEEMING,MELVILLE,1997/02/07 00:00:00,A,5,LT,GOOD,GOOD,1,1,1,1,1,1,0,9731-3051-3,9731-3052-1,,ATC 1211 1305,ATC 1210 1815,2013/12/12 00:00:00,100,PSC,-,3,LARGE,Direct,1,1,0,,,,,,,,,,,,,,1,,,,,1,,,,,,0,0,1,,0,,,6,5,,1,,12,,51,1,0,,11,11,3,,,,11,,,,,11,,,,,,22,,4,6,,,,,,,,,,,,,,,,,,,,,AEI,AEI,6,6,1,0,,,14/01/2010 ALL LANTERNS UPGRADED TO LED,ATSC4 UPGRADE 12/12/2013,ELECTRICAL SERVICES,138 138,D CLARK,2013/12/12 00:00:00,36 135 7470,-32.065749,115.856353,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM676A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM676B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM676A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM676B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM676A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM676B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM676A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM676B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM676A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM676B.pdf,,,10.120.44.54,0,1,,C,Direct,DPX-213-IPS,10493099,7,7,3,1,9,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM676A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM676B.pdf#,-,-,-,-,-,-,-,676
"POINT (115.76992901000006 -31.740320990999976)",00677,Traffic Signal,GRAND BLVD / SHENTON AVE,JOONDALUP,JOONDALUP,2010/10/22 00:00:00,A,4,2PH,GOOD,GOOD,1,1,1,1,1,1,0,9831-3007-1,9831-3008-1,,ATC 1211-1296,ATC 1205-1525,2013/09/19 00:00:00,100,PSC,-,3,LARGE,PSTN,1,1,0,,,,,,,,,,,,,,1,,,,,1,,,,,,0,0,1,,0,,,8,4,,,,12,,51,1,0,,12,12,3,,,,12,,4,,,16,,,,,,20,2,,8,,,,,,,,,,,,,,,,,,,,,AEI,AEI,8,8,1,0,,,,"CONTROLLER UPGRADED TO ATSC4 19/9/14
BRAUMS LED UPGRADE 10/6/2014",ELECTRICAL SERVICES,138 138,C DOWDEN,2015/05/15 00:00:00,36 135 7470,-31.740321,115.769929,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM677A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM677B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM677A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM677B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM677A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM677B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM677A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM677B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM677A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM677B.pdf,,,10.1.96.230,0,1,,C,Micro Connect,PSTN,03762,4,7,3,14,13,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM677A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM677B.pdf#,-,-,-,-,-,-,-,677
"POINT (115.80284101000007 -31.833838990999936)",00678,Traffic Signal,COOLIBAH DVE / WARWICK RD,GREENWOOD,JOONDALUP,1997/04/09 00:00:00,A,3,LT,Good,Good,1,1,1,1,1,1,0,9831-3015,9831-3016,,ATC 1302-1392,ATC 1302-1942,2013/10/06 00:00:00,100,PSC,-,2,LARGE,PSTN,1,1,0,,,,,,,,,,,,,,1,,,,,1,,,,,,0,0,1,,0,,,8,7,,,,15,3,51,1,0,,15,15,3,,,,7,,,,,7,,,,,,16,,,8,,,,,,,,,,,,,,,,,,,AEI,8,,,,,1,0,,,SITE UPGRADED TO LED 01/05/2012,CONTROLLER UPGRADED TO ATSC4,ELECTRICAL SERVICES,138 138,C DOWDEN,2015/03/28 00:00:00,36 135 7470,-31.833839,115.802841,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM678A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM678B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM678A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM678B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM678A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM678B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM678A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM678B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM678A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM678B.pdf,,,10.1.65.142,0,1,,C,Micro Connect,PSTN,03474,4,7,3,1,13,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM678A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM678B.pdf#,-,-,-,-,-,-,-,678
