,Armadale (C),Bassendean (T),Bayswater (C),Belmont (C),Cambridge (T),Canning (C),Claremont (T),Cockburn (C),Cottesloe (T),East Fremantle (T),Fremantle (C),Gosnells (C),Joondalup (C),Kalamunda,Kings Park,Kwinana (C),Mandurah (C),Melville (C),Mosman Park (T),Mundaring,Nedlands (C),Peppermint Grove,Perth (C),Rockingham (C),Rottnest,Serpentine - Jarrahdale,South Perth (C),Stirling (C),Subiaco (C),Swan (C),Victoria Park (T),Vincent (C),Wanneroo (C)
Number of crashes per km,0.0785,0.3134,0.2865,0.3632,0.5938,0.2604,0.8295,0.1104,1.0661,0.8821,0.7395,0.1353,0.1906,0.0840,0.5786,0.0411,0.0920,0.3865,0.3391,0.0339,0.6198,0.5764,3.2335,0.0940,0.0671,0.0063,0.5955,0.2985,0.6763,0.1013,0.7434,0.7253,0.0877
