,Armadale (C),Bassendean (T),Bayswater (C),Belmont (C),Cambridge (T),Canning (C),Claremont (T),Cockburn (C),Cottesloe (T),East Fremantle (T),Fremantle (C),Gosnells (C),Joondalup (C),Kalamunda,Kings Park,Kwinana (C),Mandurah (C),Melville (C),Mosman Park (T),Mundaring,Nedlands (C),Peppermint Grove,Perth (C),Rockingham (C),Rottnest,Serpentine - Jarrahdale,South Perth (C),Stirling (C),Subiaco (C),Swan (C),Victoria Park (T),Vincent (C),Wanneroo (C)
Total kilometres,789.8930,98.9100,345.5610,245.0550,175.1460,583.7050,50.6300,860.3760,46.9000,39.6800,192.0200,783.5620,1007.1850,631.2770,10.3700,413.5120,728.2000,551.1100,53.0800,738.1400,159.7400,10.4100,100.5100,1032.2120,44.7100,788.3880,213.2800,1078.6200,113.8600,1510.5460,184.2900,183.3800,1448.6150
