,Armadale (C),Bassendean (T),Bayswater (C),Belmont (C),Cambridge (T),Canning (C),Claremont (T),Cockburn (C),Cottesloe (T),East Fremantle (T),Fremantle (C),Gosnells (C),Joondalup (C),Kalamunda,Kings Park,Kwinana (C),Mandurah (C),Melville (C),Mosman Park (T),Mundaring,Nedlands (C),Peppermint Grove,Perth (C),Rockingham (C),Rottnest,Serpentine - Jarrahdale,South Perth (C),Stirling (C),Subiaco (C),Swan (C),Victoria Park (T),Vincent (C),Wanneroo (C)
Number of crashes,62.0000,31.0000,99.0000,89.0000,104.0000,152.0000,42.0000,95.0000,50.0000,35.0000,142.0000,106.0000,192.0000,53.0000,6.0000,17.0000,67.0000,213.0000,18.0000,25.0000,99.0000,6.0000,325.0000,97.0000,3.0000,5.0000,127.0000,322.0000,77.0000,153.0000,137.0000,133.0000,127.0000
